school_id,name,source,school_type,ownership,state,lon,lat,enrolment,teachers,teacher_student_ratio,performance_score,performance_class,dropout_rate,dropout_risk,facilities_score,internet_access,electricity,toilets_per_100,dist_to_town_km,socioeconomic_idx,waec_pass_rate,urban_weight,poverty_index,literacy_rate,pred_score,pred_perf_cls,pred_dropout,perf_color,drop_color
2656,SABIL INTERNATIONAL ACADEMY,OSM,Primary,Private,Kano,8.565282,12.044184,356,8,0.0225,65.84,Medium,40.1,High Risk,6.75,1,1,2.94,13.06,0.36,58.04,0.6,0.55,0.65,53.69,Low,High Risk,#d73027,#d73027
2657,MAKARANTAR MALAN AUWAL,OSM,Senior Secondary,Private,Kano,8.565398,12.044437,150,2,0.0133,66.29,Medium,39.81,High Risk,3.74,1,1,2.5,0.22,0.453,55.81,0.6,0.55,0.65,60.79,Medium,High Risk,#fee08b,#d73027
2658,NURUDDEEN ISLAMIYYA SCHOOL,OSM,Primary,Public,Kano,8.567597,12.037418,198,5,0.0253,66.94,Medium,27.72,High Risk,6.5,0,0,3.06,2.87,0.572,76.32,0.6,0.55,0.65,58.47,Low,High Risk,#d73027,#d73027
2659,ISLAMIYYA,OSM,Primary,Mission/Faith-based,Kano,8.571342,12.040797,282,10,0.0355,50.51,Medium,34.92,High Risk,2.15,0,0,1.72,8.94,0.4025,86.8,0.6,0.55,0.65,51.21,Low,High Risk,#d73027,#d73027
2660,ANDAL BEST ACADEMY SCHOOL,OSM,Primary,Private,Kano,8.5685,12.040879,807,26,0.0322,57.2,Medium,30.08,High Risk,5.6,1,0,2.46,7.44,0.3963,72.79,0.6,0.55,0.65,57.0,Medium,High Risk,#fee08b,#d73027
2661,ISLAMIYYA QURANIC SCHOOL,OSM,Primary,Public,Kano,8.568601,12.040926,293,8,0.0273,60.22,Medium,44.0,High Risk,4.1,0,1,2.34,2.69,0.3093,69.96,0.6,0.55,0.65,51.84,Low,High Risk,#d73027,#d73027
2662,SAHABA ONE,OSM,Primary,Mission/Faith-based,Kano,8.564175,12.044314,411,12,0.0292,45.03,Low,41.29,High Risk,5.96,0,1,2.5,3.86,0.4583,44.21,0.6,0.55,0.65,50.29,Low,High Risk,#d73027,#d73027
2663,TALENT INTL ACADEMY,OSM,Primary,Public,Kano,8.566345,12.037004,435,13,0.0299,66.28,Medium,42.67,High Risk,4.08,0,1,1.89,9.62,0.4628,55.5,0.6,0.55,0.65,50.71,Low,High Risk,#d73027,#d73027
2664,AMANA SCHOOL,OSM,Junior Secondary,Public,Kano,8.567754,12.037795,452,12,0.0265,43.86,Low,44.65,High Risk,4.61,0,0,2.6,3.06,0.4282,51.6,0.6,0.55,0.65,54.41,Low,High Risk,#d73027,#d73027
2665,MADARASATUL TA'ALIMUL QUR'AN,OSM,Primary,Public,Kano,8.569914,12.040533,301,6,0.0199,90.24,High,30.21,High Risk,1.41,0,1,2.25,5.83,0.5175,48.25,0.6,0.55,0.65,52.99,Low,High Risk,#d73027,#d73027
2666,DARUL QUR'AN ISLAMIYYA SCHOOL,OSM,Junior Secondary,Public,Kano,8.569025,12.040182,327,10,0.0306,45.96,Low,51.23,High Risk,2.58,0,1,1.32,4.93,0.3213,61.82,0.6,0.55,0.65,49.85,Low,High Risk,#d73027,#d73027
2667,NASARATUDDEEN ISLAMIYYA,OSM,Primary,Private,Kano,8.569461,12.042357,470,12,0.0255,60.67,Medium,33.29,High Risk,6.28,0,0,2.44,2.21,0.4975,60.83,0.6,0.55,0.65,54.88,Low,High Risk,#d73027,#d73027
2668,SASIF MODEL NUR & PRI SCHOOL,OSM,Primary,Private,Kano,8.5692,12.042529,328,6,0.0183,60.87,Medium,41.92,High Risk,7.56,1,0,3.46,7.91,0.2709,71.05,0.6,0.55,0.65,56.93,Medium,High Risk,#fee08b,#d73027
2669,EMPHATIC MODEL SCHOOL,OSM,Primary,Public,Kano,8.567557,12.041595,571,18,0.0315,50.55,Medium,47.45,High Risk,3.92,0,0,3.45,1.77,0.5762,70.84,0.6,0.55,0.65,53.97,Low,High Risk,#d73027,#d73027
2670,MALAN YUSHA'U NA ANNABI QUR'ANIC SCHOOL,OSM,Tertiary,Mission/Faith-based,Kano,8.564833,12.042473,1156,52,0.045,52.91,Medium,42.0,High Risk,5.4,0,1,3.59,10.0,0.6029,68.05,0.6,0.55,0.65,58.06,Medium,High Risk,#fee08b,#d73027
2671,MALAN KABIRU ALMAJIRI SCHOOL,OSM,Tertiary,Public,Kano,8.565148,12.042995,1250,62,0.0496,46.32,Low,49.65,High Risk,3.28,0,1,1.74,3.69,0.5523,45.65,0.6,0.55,0.65,62.86,Medium,High Risk,#fee08b,#d73027
2672,MALAN USMAN ALMAJIRI SCHOOL,OSM,Senior Secondary,Public,Kano,8.56698,12.042897,292,11,0.0377,51.39,Medium,41.81,High Risk,4.57,0,1,2.22,10.61,0.6227,60.05,0.6,0.55,0.65,53.5,Low,High Risk,#d73027,#d73027
2673,AISHATU BEST ACADEMY (SENIOR),OSM,Primary,Private,Kano,8.571074,12.041976,454,12,0.0264,47.64,Low,44.8,High Risk,6.6,0,1,2.08,24.84,0.491,36.84,0.6,0.55,0.65,51.59,Low,High Risk,#d73027,#d73027
2674,AISHATU BEST ACADEMY (JUNIOR),OSM,Junior Secondary,Public,Kano,8.570978,12.042187,404,16,0.0396,54.45,Medium,37.15,High Risk,4.5,0,1,3.0,8.78,0.7446,53.01,0.6,0.55,0.65,52.16,Low,High Risk,#d73027,#d73027
2675,AISHATU BEST ACADEMY (NUR./PRI.),OSM,Primary,Private,Kano,8.571291,12.042048,423,11,0.026,60.54,Medium,25.73,High Risk,5.74,0,0,3.12,15.21,0.5617,95.36,0.6,0.55,0.65,51.46,Low,High Risk,#d73027,#d73027
2676,WISDOM INTERNATIONAL NURSERY SCHOOL,OSM,Primary,Private,Kano,8.572132,12.043103,409,13,0.0318,76.62,High,35.11,High Risk,2.83,0,1,2.51,4.53,0.521,69.58,0.6,0.55,0.65,52.1,Low,High Risk,#d73027,#d73027
2677,WISDOM INTERNATIONAL JUNIOR SEC. SCH.,OSM,Senior Secondary,Public,Kano,8.571562,12.04391,350,19,0.0543,42.61,Low,37.2,High Risk,2.22,0,1,1.85,2.94,0.5642,71.38,0.6,0.55,0.65,53.01,Low,High Risk,#d73027,#d73027
2678,DYNAMIC WISDOM INTERNATIONAL SCHOOL,OSM,Primary,Public,Kano,8.570319,12.043541,723,16,0.0221,53.15,Medium,36.14,High Risk,4.59,0,1,2.19,5.51,0.4157,38.65,0.6,0.55,0.65,50.62,Low,High Risk,#d73027,#d73027
2679,BRIGHT FUTURE SCIENCE ACADEMY,OSM,Primary,Mission/Faith-based,Kano,8.569295,12.043342,338,8,0.0237,48.69,Low,34.44,High Risk,2.26,0,1,2.88,6.83,0.7243,63.31,0.6,0.55,0.65,53.61,Low,High Risk,#d73027,#d73027
2680,SAHABAMODEL SCIENCE ACADEMY SCHOOL,OSM,Primary,Public,Kano,8.563672,12.043582,428,12,0.028,47.02,Low,33.72,High Risk,3.01,0,1,1.69,1.76,0.539,74.3,0.6,0.55,0.65,52.16,Low,High Risk,#d73027,#d73027
2681,SUCCESS ACADEMY,OSM,Tertiary,Private,Kano,8.564252,12.041825,1670,55,0.0329,91.48,High,42.37,High Risk,8.04,1,0,3.14,0.72,0.3165,60.02,0.6,0.55,0.65,68.23,Medium,High Risk,#fee08b,#d73027
2682,PEAK HELGHT NURSERY SCHOOL,OSM,Primary,Private,Kano,8.564646,12.040352,430,10,0.0233,55.63,Medium,30.22,High Risk,3.41,1,1,2.6,1.16,0.6019,62.41,0.6,0.55,0.65,62.18,Medium,High Risk,#fee08b,#d73027
2683,NANA KHADIJA INTERNATIONAL SCHOOL,OSM,Junior Secondary,Mission/Faith-based,Kano,8.564703,12.039238,345,7,0.0203,49.67,Low,46.39,High Risk,3.46,0,0,2.84,2.5,0.4797,62.75,0.6,0.55,0.65,56.05,Low,High Risk,#d73027,#d73027
2684,ULUMUDDEN ISLAMIYA,OSM,Primary,Public,Kano,8.564848,12.038759,131,4,0.0305,55.94,Medium,41.13,High Risk,0.0,0,1,1.73,11.03,0.6741,34.05,0.6,0.55,0.65,53.92,Low,High Risk,#d73027,#d73027
2685,ROYAL ACADEMY,OSM,Senior Secondary,Public,Kano,8.564987,12.03685,170,7,0.0412,84.25,High,40.47,High Risk,1.99,0,1,3.03,18.83,0.2305,26.16,0.6,0.55,0.65,52.61,Low,High Risk,#d73027,#d73027
2686,ROYAL ACADEMY,OSM,Primary,Private,Kano,8.564367,12.036307,645,16,0.0248,46.01,Low,30.35,High Risk,4.81,1,0,2.35,0.1,0.5481,56.52,0.6,0.55,0.65,58.45,Medium,High Risk,#fee08b,#d73027
2687,ADAMU A C SCIENCE ACADEMY SCHOOHL,OSM,Tertiary,Private,Kano,8.563538,12.041325,548,28,0.0511,70.73,High,45.6,High Risk,5.52,0,0,2.88,3.33,0.5215,67.0,0.6,0.55,0.65,57.98,Medium,High Risk,#fee08b,#d73027
2688,DA AWATUNNABIYYU,OSM,Primary,Private,Kano,8.562803,12.042026,607,12,0.0198,49.43,Low,36.9,High Risk,7.78,1,0,2.56,21.83,0.3449,77.78,0.6,0.55,0.65,58.53,Low,High Risk,#d73027,#d73027
2689,ADAMU A C SCIENCE ACADEMY,OSM,Senior Secondary,Private,Kano,8.562753,12.041096,298,9,0.0302,57.58,Medium,38.19,High Risk,5.29,0,1,2.69,1.4,0.4844,38.15,0.6,0.55,0.65,51.41,Low,High Risk,#d73027,#d73027
2690,ROYAL,OSM,Primary,Public,Kano,8.564153,12.03724,464,10,0.0216,56.14,Medium,46.06,High Risk,3.47,0,1,1.68,3.7,0.6284,84.16,0.6,0.55,0.65,52.54,Low,High Risk,#d73027,#d73027
2691,DARUSSUNNAH LITAHFEEZIL QUR'AN,OSM,Primary,Public,Kano,8.564337,12.039102,625,14,0.0224,52.66,Medium,37.73,High Risk,3.74,0,1,2.57,10.0,0.6139,54.0,0.6,0.55,0.65,52.56,Low,High Risk,#d73027,#d73027
2692,ALHAJI YUSUF GARBA ALI ISLAMIC FOUNDATION,OSM,Junior Secondary,Private,Kano,8.56536,12.036019,303,14,0.0462,65.87,Medium,42.02,High Risk,4.31,0,1,2.19,1.97,0.515,55.8,0.6,0.55,0.65,50.96,Low,High Risk,#d73027,#d73027
2693,MAKARANTAR MALAM IBRAHIM MAI YAR HULA,OSM,Primary,Mission/Faith-based,Kano,8.564235,12.039516,384,9,0.0234,43.92,Low,43.65,High Risk,3.51,0,1,1.94,11.43,0.4564,60.54,0.6,0.55,0.65,50.05,Low,High Risk,#d73027,#d73027
2694,MAKARANTAR MALAM MAI JAN LEBE,OSM,Primary,Public,Kano,8.563643,12.039134,368,9,0.0245,39.86,Low,44.56,High Risk,4.0,0,1,1.28,4.24,0.5664,59.74,0.6,0.55,0.65,50.88,Low,High Risk,#d73027,#d73027
2695,IBN KASIR ACADEMY,OSM,Primary,Private,Kano,8.563908,12.037624,427,9,0.0211,69.83,Medium,48.87,High Risk,4.87,1,1,2.73,12.13,0.3898,61.82,0.6,0.55,0.65,55.99,Low,High Risk,#d73027,#d73027
2696,GIDAN GADO SCIENCE ACADEMY AND ISLAMIYYA,OSM,Senior Secondary,Mission/Faith-based,Kano,8.579489,12.050352,236,7,0.0297,46.13,Low,30.71,High Risk,4.55,0,1,2.02,1.74,0.5525,23.68,0.6,0.55,0.65,52.68,Low,High Risk,#d73027,#d73027
2697,DAN TAMASHE JUNIOR SECONDARY SCHOOL,OSM,Senior Secondary,Private,Kano,8.580322,12.049783,228,9,0.0395,59.96,Medium,31.07,High Risk,1.86,0,1,1.24,10.06,0.5097,78.41,0.6,0.55,0.65,53.61,Low,High Risk,#d73027,#d73027
2698,MADARASATUL ADAM MAIGARI ISLAMIYYA,OSM,Primary,Public,Kano,8.567795,12.047299,632,19,0.0301,45.33,Low,39.11,High Risk,2.87,0,0,2.35,0.68,0.2776,52.98,0.6,0.55,0.65,52.64,Low,High Risk,#d73027,#d73027
2699,ALMUHAJIRUN WAL ANSAR LITAHFIZUL QUR AN WADDARASATUK ILAMIYYA,OSM,Senior Secondary,Public,Kano,8.577231,12.053948,213,10,0.0469,39.29,Low,35.95,High Risk,2.66,0,1,1.73,10.31,0.5317,30.9,0.6,0.55,0.65,53.29,Low,High Risk,#d73027,#d73027
2700,MAKARATAR ZUBAIRU BIN AWAM,OSM,Junior Secondary,Mission/Faith-based,Kano,8.564711,12.04074,312,14,0.0449,49.6,Low,44.67,High Risk,5.52,0,0,2.32,32.88,0.4754,88.0,0.6,0.55,0.65,49.23,Low,High Risk,#d73027,#d73027
2701,ALHASAN MEMORIAL,OSM,Primary,Public,Kano,8.564497,12.040023,724,21,0.029,66.15,Medium,33.7,High Risk,1.46,0,1,2.65,3.54,0.535,26.73,0.6,0.55,0.65,53.54,Low,High Risk,#d73027,#d73027
2702,BARANTAR MALAM SANI,OSM,Junior Secondary,Private,Kano,8.562593,12.044221,278,12,0.0432,56.37,Medium,35.1,High Risk,5.04,1,1,3.23,1.91,0.4099,59.95,0.6,0.55,0.65,58.35,Medium,High Risk,#fee08b,#d73027
2703,MAKARATAR MARAYU DA MASU KARAMIN KARFI,OSM,Primary,Public,Kano,8.564167,12.03534,624,14,0.0224,56.61,Medium,29.69,High Risk,3.39,0,1,2.12,3.42,0.4819,69.2,0.6,0.55,0.65,51.96,Low,High Risk,#d73027,#d73027
2704,NURUL ISLAM,OSM,Junior Secondary,Mission/Faith-based,Kano,8.56309,12.038635,346,19,0.0549,42.36,Low,40.45,High Risk,2.99,0,0,2.12,2.07,0.3477,53.66,0.6,0.55,0.65,52.31,Low,High Risk,#d73027,#d73027
2705,MAKARANTAR MALAM SUNUSI,OSM,Primary,Public,Kano,8.562257,12.041521,595,17,0.0286,44.77,Low,43.08,High Risk,4.6,0,0,2.38,0.91,0.5624,41.74,0.6,0.55,0.65,53.53,Low,High Risk,#d73027,#d73027
2706,HASIYA MEMORIAL SCHOOL,OSM,Primary,Mission/Faith-based,Kano,8.581962,12.055335,483,12,0.0248,67.62,Medium,37.03,High Risk,2.7,0,1,1.93,29.15,0.5056,55.55,0.6,0.55,0.65,46.63,Low,High Risk,#d73027,#d73027
2707,MADRASATUL ZADUL MA AM ISLAMIYYA,OSM,Junior Secondary,Public,Kano,8.581965,12.055323,173,4,0.0231,51.44,Medium,45.51,High Risk,2.79,0,1,2.27,14.66,0.6481,53.98,0.6,0.55,0.65,52.06,Low,High Risk,#d73027,#d73027
2708,HASINAH MEMORIAL,OSM,Primary,Private,Kano,8.581587,12.055295,431,15,0.0348,36.74,Low,29.32,High Risk,3.71,0,0,2.7,10.26,0.3782,44.73,0.6,0.55,0.65,51.3,Low,High Risk,#d73027,#d73027
2709,BINTA FOUNDATION,OSM,Primary,Private,Kano,8.581546,12.055975,394,12,0.0305,69.75,Medium,40.02,High Risk,3.68,0,0,2.46,8.04,0.4291,56.11,0.6,0.55,0.65,51.99,Low,High Risk,#d73027,#d73027
2710,FATIMA B IDRIS,OSM,Primary,Public,Kano,8.580471,12.054926,512,17,0.0332,51.72,Medium,41.77,High Risk,3.84,0,0,2.28,6.05,0.6681,50.28,0.6,0.55,0.65,53.1,Low,High Risk,#d73027,#d73027
2711,HUSNAH BEST ACADEMY,OSM,Senior Secondary,Private,Kano,8.566442,12.046101,360,18,0.05,68.22,Medium,37.97,High Risk,5.81,1,1,2.28,1.93,0.5419,43.15,0.6,0.55,0.65,61.22,Medium,High Risk,#fee08b,#d73027
2712,FATHU RABBANI MAL. HASSAN,OSM,Primary,Public,Kano,8.56322,12.036557,580,15,0.0259,34.92,Low,42.24,High Risk,4.23,0,1,2.65,0.72,0.4404,37.12,0.6,0.55,0.65,52.0,Low,High Risk,#d73027,#d73027
2713,MAKARANTAR MALAM BABBA,OSM,Primary,Public,Kano,8.562949,12.038032,37,1,0.027,42.88,Low,37.83,High Risk,2.66,0,1,1.97,6.84,0.4704,54.6,0.6,0.55,0.65,52.15,Low,High Risk,#d73027,#d73027
2714,IBN KASIR ACADEMY,OSM,Primary,Public,Kano,8.564044,12.036534,347,14,0.0403,23.96,Low,44.77,High Risk,2.72,0,1,2.07,20.93,0.4621,54.73,0.6,0.55,0.65,48.64,Low,High Risk,#d73027,#d73027
2715,ROYAL ACADEMY,OSM,Primary,Mission/Faith-based,Kano,8.564442,12.036275,432,15,0.0347,60.3,Medium,41.97,High Risk,3.24,0,1,2.45,6.92,0.5579,39.51,0.6,0.55,0.65,52.2,Low,High Risk,#d73027,#d73027
2716,ASSAYYADA AISHA COLLEGE,OSM,Primary,Public,Kano,8.564468,12.035364,545,23,0.0422,44.84,Low,44.2,High Risk,4.51,0,0,1.93,1.19,0.4439,47.58,0.6,0.55,0.65,55.73,Low,High Risk,#d73027,#d73027
2717,MAKARANTAR MAL ME MANGWARO,OSM,Junior Secondary,Public,Kano,8.563149,12.034371,464,9,0.0194,40.19,Low,29.11,High Risk,2.78,0,1,2.66,11.06,0.5607,55.84,0.6,0.55,0.65,51.08,Low,High Risk,#d73027,#d73027
2718,BUL BULA SPECIAL PRAMARY SCHOOL,OSM,Senior Secondary,Public,Kano,8.563577,12.036236,344,16,0.0465,73.99,High,42.5,High Risk,1.73,0,1,2.05,0.1,0.3885,72.96,0.6,0.55,0.65,50.98,Low,High Risk,#d73027,#d73027
2719,MA AHAD,OSM,Junior Secondary,Mission/Faith-based,Kano,8.561321,12.034257,181,7,0.0387,44.02,Low,36.55,High Risk,2.29,0,1,2.99,11.86,0.356,41.55,0.6,0.55,0.65,52.27,Low,High Risk,#d73027,#d73027
2720,MARKAZU ISALIL KHAIR UMMATI SCHOOL,OSM,Primary,Public,Kano,8.570417,12.045899,592,10,0.0169,65.05,Medium,29.59,High Risk,2.92,0,0,2.05,16.44,0.6538,69.3,0.6,0.55,0.65,50.07,Low,High Risk,#d73027,#d73027
2721,RIMIN KEBE SPECIALI PRIMARY SCHOOL,OSM,Senior Secondary,Private,Kano,8.570273,12.046472,467,14,0.03,63.97,Medium,31.65,High Risk,6.18,1,0,2.99,31.69,0.516,69.66,0.6,0.55,0.65,58.98,Medium,High Risk,#fee08b,#d73027
2722,AL-HIKIMA ISLAMIC INSTITUTE,OSM,Junior Secondary,Public,Kano,8.572195,12.043172,246,6,0.0244,59.46,Medium,40.13,High Risk,2.79,0,1,1.85,17.67,0.3811,88.1,0.6,0.55,0.65,49.98,Low,High Risk,#d73027,#d73027
2723,SHAMSUL HUDA AL ISLAMIYYA,OSM,Junior Secondary,Mission/Faith-based,Kano,8.572764,12.042325,431,16,0.0371,32.94,Low,40.4,High Risk,1.91,0,1,2.34,18.65,0.5572,63.8,0.6,0.55,0.65,50.5,Low,High Risk,#d73027,#d73027
2724,DAR ARQAM,OSM,Primary,Private,Kano,8.583236,12.056992,593,16,0.027,40.32,Low,37.74,High Risk,5.89,0,1,3.49,0.81,0.4726,69.54,0.6,0.55,0.65,50.33,Low,High Risk,#d73027,#d73027
2725,ULIN NUHA NURSERY AND PRIMARY,OSM,Senior Secondary,Public,Kano,8.578922,12.052392,186,3,0.0161,52.94,Medium,37.06,High Risk,5.28,0,0,2.76,1.03,0.5539,54.05,0.6,0.55,0.65,57.83,Medium,High Risk,#fee08b,#d73027
2726,ZAHEERA INTERNATIONAL SCHOOL,OSM,Senior Secondary,Public,Kano,8.574165,12.051745,152,6,0.0395,40.21,Low,40.15,High Risk,5.23,0,1,2.86,1.07,0.3097,61.18,0.6,0.55,0.65,52.44,Low,High Risk,#d73027,#d73027
2727,MAKARANTAR MLM ISUHU,OSM,Primary,Private,Kano,8.478663,11.961998,546,18,0.033,65.46,Medium,32.43,High Risk,3.5,1,1,2.14,13.68,0.4381,69.0,0.6,0.55,0.65,59.51,Medium,High Risk,#fee08b,#d73027
2728,MAKARATAR MLM ABDULMUMINU,OSM,Senior Secondary,Mission/Faith-based,Kano,8.477798,11.962714,337,7,0.0208,76.91,High,39.55,High Risk,3.9,0,1,2.45,3.26,0.6064,18.52,0.6,0.55,0.65,53.44,Low,High Risk,#d73027,#d73027
2729,ALQAMAR COLLEGE KANO,OSM,Tertiary,Public,Kano,8.477649,11.962644,639,38,0.0595,53.59,Medium,43.28,High Risk,6.25,0,1,2.53,42.57,0.6627,40.24,0.6,0.55,0.65,50.84,Low,High Risk,#d73027,#d73027
2730,KHULAFA'U RRASHIDIN RIDWAN IBRAHIM ACADEMY,OSM,Primary,Public,Kano,8.465725,11.961282,590,17,0.0288,54.02,Medium,44.16,High Risk,2.46,0,1,1.51,0.35,0.5603,70.48,0.6,0.55,0.65,52.39,Low,High Risk,#d73027,#d73027
2731,MAKARANTAR TASIU MAI ALMAJIRAI,OSM,Senior Secondary,Public,Kano,8.467523,11.960608,287,14,0.0488,41.82,Low,41.61,High Risk,3.41,0,1,2.58,2.69,0.4406,62.08,0.6,0.55,0.65,50.57,Low,High Risk,#d73027,#d73027
2732,KARANTAR MALAM AUWAL FARIN MASALLACHI,OSM,Primary,Private,Kano,8.467671,11.960154,528,18,0.0341,46.22,Low,40.71,High Risk,4.53,0,0,1.88,4.31,0.2734,71.93,0.6,0.55,0.65,52.94,Low,High Risk,#d73027,#d73027
2733,ANWARUL MUHAMMADIYYA,OSM,Primary,Public,Kano,8.470805,11.957401,631,21,0.0333,51.35,Medium,40.72,High Risk,3.86,0,0,3.26,1.27,0.4507,86.27,0.6,0.55,0.65,53.68,Low,High Risk,#d73027,#d73027
2734,TALENT BEST ACADEMY,OSM,Primary,Public,Kano,8.471757,11.954756,601,19,0.0316,42.69,Low,34.63,High Risk,5.16,0,1,1.58,2.94,0.5301,57.79,0.6,0.55,0.65,52.32,Low,High Risk,#d73027,#d73027
2735,AL-ITKAN ACADEMY,OSM,Primary,Public,Kano,8.470131,11.958567,494,17,0.0344,52.4,Medium,40.14,High Risk,4.48,0,1,2.29,1.26,0.5974,34.66,0.6,0.55,0.65,53.46,Low,High Risk,#d73027,#d73027
2736,MAKARANTAR MAL SAMAILA,OSM,Primary,Public,Kano,8.470127,11.956972,372,10,0.0269,32.71,Low,34.43,High Risk,1.85,0,1,1.84,3.59,0.5747,69.35,0.6,0.55,0.65,52.61,Low,High Risk,#d73027,#d73027
2737,DORAYI COMMUNITY SCHOOL,OSM,Senior Secondary,Private,Kano,8.469774,11.957934,304,8,0.0263,66.23,Medium,37.3,High Risk,6.12,1,1,2.54,5.45,0.5533,47.98,0.6,0.55,0.65,57.7,Medium,High Risk,#fee08b,#d73027
2738,ALISHBA ACADEMY,OSM,Senior Secondary,Private,Kano,8.470994,11.953573,431,16,0.0371,63.95,Medium,37.12,High Risk,5.18,1,1,1.64,18.74,0.4423,60.92,0.6,0.55,0.65,60.45,Medium,High Risk,#fee08b,#d73027
2739,MAKARANTAR LAYIN ISIYAKU MAI KIFI,OSM,Primary,Public,Kano,8.471478,11.956562,526,18,0.0342,43.69,Low,35.59,High Risk,4.31,0,0,2.68,1.32,0.4375,98.0,0.6,0.55,0.65,53.22,Low,High Risk,#d73027,#d73027
2740,ALKHAIRAT ACADEMY,OSM,Primary,Public,Kano,8.466974,11.960619,582,20,0.0344,52.11,Medium,42.7,High Risk,5.49,0,1,2.85,3.93,0.5461,61.73,0.6,0.55,0.65,51.36,Low,High Risk,#d73027,#d73027
2741,EDUCATION,OSM,Primary,Public,Kano,8.472248,11.958576,645,19,0.0295,61.66,Medium,35.52,High Risk,2.39,0,0,1.73,2.05,0.417,36.34,0.6,0.55,0.65,53.41,Low,High Risk,#d73027,#d73027
2742,ANAS BIN MALEEK,OSM,Primary,Public,Kano,8.476374,11.957191,429,5,0.0117,37.68,Low,40.96,High Risk,4.7,0,1,2.32,15.9,0.5187,21.51,0.6,0.55,0.65,48.71,Low,High Risk,#d73027,#d73027
2743,DARUL QIR'AN FOUNDATION,OSM,Primary,Public,Kano,8.473868,11.956078,690,24,0.0348,54.34,Medium,44.16,High Risk,4.4,0,0,2.33,0.66,0.6241,69.67,0.6,0.55,0.65,56.85,Low,High Risk,#d73027,#d73027
2744,MAKARANTAR MALAM SAMA'ILA,OSM,Junior Secondary,Private,Kano,8.472224,11.959821,267,8,0.03,50.09,Medium,32.7,High Risk,3.36,0,0,1.86,19.19,0.6674,76.73,0.6,0.55,0.65,50.32,Low,High Risk,#d73027,#d73027
2745,AMATULRAHMAN ROYAL INT' SCHOOL KANO,OSM,Primary,Public,Kano,8.468159,11.964485,294,11,0.0374,52.06,Medium,38.73,High Risk,3.57,0,1,1.64,3.74,0.4656,74.99,0.6,0.55,0.65,51.06,Low,High Risk,#d73027,#d73027
2746,ZAM-ZAM INTL SCHOOL KANO,OSM,Senior Secondary,Private,Kano,8.467098,11.963181,446,18,0.0404,61.03,Medium,37.52,High Risk,4.13,0,1,2.58,3.43,0.4025,65.4,0.6,0.55,0.65,50.62,Low,High Risk,#d73027,#d73027
2747,ABDULLAHI BIN MASUD ( FAISALIYYA) ISLAMIYYA,OSM,Junior Secondary,Public,Kano,8.470527,11.955246,141,7,0.0496,35.54,Low,37.23,High Risk,3.07,0,0,2.22,11.1,0.4131,50.81,0.6,0.55,0.65,50.4,Low,High Risk,#d73027,#d73027
2748,MAI KANO ACADEMY,OSM,Primary,Private,Kano,8.471344,11.954462,625,27,0.0432,57.19,Medium,40.23,High Risk,5.28,0,0,2.47,6.76,0.3522,62.92,0.6,0.55,0.65,55.5,Low,High Risk,#d73027,#d73027
2749,SHARIF NUHU MEMORIAL,OSM,Primary,Private,Kano,8.475474,11.959553,458,9,0.0197,62.62,Medium,31.44,High Risk,8.39,1,0,2.67,27.79,0.5178,75.72,0.6,0.55,0.65,60.49,Medium,High Risk,#fee08b,#d73027
2750,AL-JAZEERA INTERNATIONAL ACADEMY,OSM,Primary,Public,Kano,8.474068,11.95955,397,5,0.0126,43.59,Low,45.84,High Risk,5.98,0,1,2.65,1.8,0.69,47.72,0.6,0.55,0.65,52.81,Low,High Risk,#d73027,#d73027
2751,NANA KHADIJAILAMIYYA,OSM,Primary,Public,Kano,8.472858,11.960411,251,7,0.0279,33.37,Low,43.52,High Risk,4.92,0,1,2.35,7.42,0.5434,47.97,0.6,0.55,0.65,51.94,Low,High Risk,#d73027,#d73027
2752,BINTA AHMAD MEMORIAL ACADEMY,OSM,Primary,Private,Kano,8.473615,11.961122,365,10,0.0274,72.85,High,31.63,High Risk,5.59,1,0,3.79,0.43,0.8991,44.57,0.6,0.55,0.65,59.79,Medium,High Risk,#fee08b,#d73027
2753,EAMANI SCHOOL,OSM,Primary,Public,Kano,8.475043,11.96261,615,7,0.0114,51.34,Medium,31.62,High Risk,2.84,0,0,2.3,1.83,0.4808,22.44,0.6,0.55,0.65,52.66,Low,High Risk,#d73027,#d73027
2754,MIGA INTRNATIONAL ACADEMY,OSM,Primary,Public,Kano,8.474537,11.961835,450,14,0.0311,45.37,Low,38.99,High Risk,5.13,0,0,3.72,6.81,0.5225,61.61,0.6,0.55,0.65,53.54,Low,High Risk,#d73027,#d73027
2755,ASHABUL KAHFI QADIRIYYA RIYADUL JANNAH,OSM,Primary,Public,Kano,8.475703,11.959674,378,14,0.037,63.62,Medium,39.79,High Risk,3.32,0,1,2.93,6.99,0.6318,56.37,0.6,0.55,0.65,51.95,Low,High Risk,#d73027,#d73027
2756,SHEIK ABUBAKAR RAMADAN LITAHFIZUL QUR AN,OSM,Primary,Private,Kano,8.474313,11.959642,195,8,0.041,44.71,Low,33.48,High Risk,6.03,1,1,2.73,1.43,0.6198,69.24,0.6,0.55,0.65,58.18,Medium,High Risk,#fee08b,#d73027
